TotalItems,DistinctItems,MaxItems,Entropy,TotalSale,Frequency,CustomerCountry,MonthSale,WeekSale,MonthFrequency,WeekFrequency,Recency,MonthItems,WeekItems,MonthDistinctItems,WeekDistinctItems,EntropyMonth,EntropyWeek,CustomerLabel
707,135,332,6.973,371.87,162,United Kingdom,30.989,7.292000000000001,13.5,3.176,210,58.917,13.863,12.667,3.0389999999999997,1.44,1.7209999999999999,high-spending
102,12,80,3.585,32.2,12,United Kingdom,2.6830000000000003,0.657,1.0,0.245,5,8.5,2.082,1.0,0.245,1.216,1.216,low-spending
771,60,234,5.752999999999999,170.46,85,United Kingdom,17.046,3.964,8.5,1.9769999999999999,46,77.1,17.93,8.5,1.9769999999999999,2.048,2.048,medium-spending
40,6,40,2.585,18.28,6,Italy,1.662,0.397,0.545,0.13,22,3.636,0.87,0.545,0.13,1.0,1.0,low-spending
71,12,71,3.585,32.1,12,United Kingdom,10.7,3.5669999999999997,4.0,1.3330000000000002,282,23.666999999999998,7.888999999999999,4.0,1.3330000000000002,1.0,1.0,medium-spending
686,71,464,6.122000000000001,160.57,75,Austria,14.597000000000001,3.568,6.818,1.6669999999999998,27,62.364,15.244000000000002,6.818,1.6669999999999998,1.038,1.038,medium-spending
655,61,288,5.829,191.59,79,Belgium,17.417,4.165,7.182,1.7169999999999999,22,59.545,14.239,7.091,1.7169999999999999,1.95,2.0069999999999997,medium-spending
145,18,101,4.122,54.79,20,United Kingdom,5.479,1.274,2.0,0.465,44,14.5,3.372,2.0,0.465,0.863,0.863,medium-spending
137,15,137,3.907,34.71,15,United Kingdom,6.942,1.578,3.0,0.682,193,27.4,6.227,3.0,0.682,1.0,1.0,medium-spending
286,27,190,4.72,53.79,29,United Kingdom,5.379,1.251,2.9,0.674,45,28.6,6.651,2.9,0.674,0.9470000000000001,0.9470000000000001,medium-spending
343,32,110,4.7860000000000005,106.09,48,United Kingdom,8.841000000000001,2.165,4.0,0.98,1,28.583000000000002,7.0,3.583,0.9179999999999999,2.088,2.274,medium-spending
166,18,166,4.17,44.18,18,United Kingdom,7.3629999999999995,1.921,3.0,0.7829999999999999,183,27.666999999999998,7.2170000000000005,3.0,0.7829999999999999,1.0,1.0,medium-spending
37,5,37,2.322,13.61,5,United Kingdom,1.1340000000000001,0.278,0.41700000000000004,0.102,2,3.083,0.755,0.41700000000000004,0.102,1.0,1.0,low-spending
608,61,243,5.882000000000001,139.86,68,United Kingdom,11.655,2.7969999999999997,5.667000000000001,1.36,50,50.667,12.16,5.5,1.36,1.626,1.8030000000000002,medium-spending
283,36,203,5.155,89.3,37,United Kingdom,8.118,2.03,3.364,0.841,35,25.726999999999997,6.432,3.364,0.841,1.45,1.45,medium-spending
82,9,82,3.17,16.83,9,United Kingdom,2.404,0.58,1.286,0.31,24,11.714,2.8280000000000003,1.286,0.31,2.4419999999999997,3.0980000000000003,low-spending
244,90,147,6.436,204.1,98,United Kingdom,18.555,4.437,8.908999999999999,2.13,25,22.182,5.303999999999999,8.545,2.043,1.4469999999999998,1.4469999999999998,high-spending
71,9,52,3.17,25.29,9,United Kingdom,3.161,0.79,1.125,0.281,144,8.875,2.219,1.125,0.281,1.234,1.234,low-spending
69,27,69,4.664,55.51,32,United Kingdom,4.626,1.133,2.667,0.653,363,5.75,1.4080000000000001,2.25,0.551,1.0,1.0,low-spending
128,15,128,3.907,37.11,15,United Kingdom,6.185,1.484,2.5,0.6,173,21.333000000000002,5.12,2.5,0.6,1.0,1.0,medium-spending
52,4,36,2.0,9.27,4,United Kingdom,0.773,0.18899999999999997,0.33299999999999996,0.08199999999999999,3,4.333,1.061,0.33299999999999996,0.08199999999999999,0.9540000000000001,0.9540000000000001,low-spending
12,1,12,1.0,1.95,1,United Kingdom,0.244,0.057,0.125,0.028999999999999998,107,1.5,0.353,0.125,0.028999999999999998,1.0,1.0,low-spending
88,19,48,4.131,64.24,31,United Kingdom,9.177,2.471,4.428999999999999,1.192,160,12.571,3.385,4.428999999999999,1.192,1.275,1.275,medium-spending
293,41,152,5.358,82.77,41,United Kingdom,8.277000000000001,1.925,4.1,0.953,45,29.3,6.814,4.1,0.953,0.99,0.99,medium-spending
422,46,118,5.3839999999999995,129.07,57,United Kingdom,14.341,3.3089999999999997,6.332999999999999,1.462,74,46.888999999999996,10.821,5.888999999999999,1.41,1.268,2.553,medium-spending
544,48,234,5.487,126.56,58,United Kingdom,11.505,2.637,5.273,1.208,10,49.455,11.333,5.273,1.208,1.5130000000000001,1.5130000000000001,medium-spending
77,8,72,2.948,23.52,9,United Kingdom,2.352,0.56,0.9,0.214,52,7.7,1.8330000000000002,0.8,0.214,0.722,1.0190000000000001,low-spending
1301,215,410,7.646,482.19,261,Germany,43.835,10.715,23.726999999999997,5.8,29,118.273,28.910999999999998,22.818,5.577999999999999,1.761,1.761,high-spending
49,10,49,3.322,41.35,10,Germany,3.759,0.899,0.909,0.217,20,4.455,1.065,0.909,0.217,1.0,1.0,low-spending
78,9,70,3.17,21.21,9,United Kingdom,1.9280000000000002,0.48200000000000004,0.818,0.205,35,7.091,1.7730000000000001,0.818,0.205,0.94,0.94,low-spending
418,42,418,5.392,78.31,42,United Kingdom,19.578,5.221,10.5,2.8,184,104.5,27.866999999999997,10.5,2.8,0.131,0.131,high-spending
340,114,340,6.803,287.11,121,United Kingdom,26.101,5.981,11.0,2.521,12,30.909000000000002,7.082999999999999,10.364,2.375,1.0,1.0,high-spending
861,92,324,6.518,196.05,93,United Kingdom,17.823,4.171,8.455,1.979,17,78.273,18.319000000000003,8.455,1.979,2.046,2.046,medium-spending
436,47,174,5.524,116.73,50,United Kingdom,12.97,3.155,5.556,1.351,86,48.443999999999996,11.784,5.332999999999999,1.297,0.9229999999999999,0.9229999999999999,medium-spending
114,20,114,4.322,28.96,20,United Kingdom,9.652999999999999,2.633,6.667000000000001,1.818,270,38.0,10.364,6.667000000000001,1.818,1.0,1.0,medium-spending
68,7,68,2.807,17.65,7,United Kingdom,5.882999999999999,1.605,2.333,0.636,267,22.666999999999998,6.182,2.333,0.636,1.0,1.0,medium-spending
2697,223,544,7.504,687.1,490,United Kingdom,57.258,13.742,40.833,9.8,27,224.75,53.94,39.583,9.5,2.7760000000000002,2.7760000000000002,high-spending
461,122,147,6.8260000000000005,320.77,144,United Kingdom,29.160999999999998,7.29,13.091,3.273,36,41.909,10.477,12.909,3.227,2.224,2.224,high-spending
17,16,5,4.0,31.52,16,United Kingdom,2.627,0.643,1.3330000000000002,0.327,125,1.4169999999999998,0.34700000000000003,1.3330000000000002,0.327,2.082,2.3,low-spending
43,25,31,4.644,47.77,25,United Kingdom,3.9810000000000003,0.975,2.083,0.51,4,3.583,0.878,2.083,0.51,0.977,0.977,low-spending
2,2,2,1.0,8.2,2,United Kingdom,4.1,1.367,1.0,0.33299999999999996,74,1.0,0.33299999999999996,1.0,0.33299999999999996,0.971,0.971,low-spending
42,4,42,2.0,10.1,4,United Kingdom,3.367,0.9179999999999999,1.3330000000000002,0.364,66,14.0,3.818,1.3330000000000002,0.364,0.544,0.544,low-spending
46,6,46,2.585,24.0,6,United Kingdom,12.0,3.429,3.0,0.857,297,23.0,6.571000000000001,3.0,0.857,1.0,1.0,medium-spending
133,45,133,5.492000000000001,58.48,45,United Kingdom,11.696,3.0780000000000003,9.0,2.3680000000000003,212,26.6,7.0,9.0,2.3680000000000003,1.0,1.0,medium-spending
470,46,470,5.524,83.21,46,United Kingdom,9.246,2.134,5.111000000000001,1.179,72,52.222,12.050999999999998,5.111000000000001,1.179,1.0,1.0,medium-spending
132,28,132,4.789,55.95,29,United Kingdom,6.2170000000000005,1.472,3.222,0.763,78,14.667,3.4739999999999998,3.111,0.737,1.0,1.0,medium-spending
263,16,52,3.736,41.99,31,United Kingdom,3.8169999999999997,0.875,2.818,0.6459999999999999,11,23.909000000000002,5.479,2.727,0.6459999999999999,3.096,4.2,low-spending
586,67,187,6.044,161.27,70,United Kingdom,17.919,4.135,7.778,1.795,71,65.111,15.026,7.778,1.795,2.286,2.286,medium-spending
80,7,80,2.807,5.83,7,United Kingdom,0.833,0.22399999999999998,1.0,0.26899999999999996,162,11.429,3.077,1.0,0.26899999999999996,1.0,1.0,low-spending
119,16,119,4.0,43.74,16,United Kingdom,14.58,3.365,5.332999999999999,1.2309999999999999,256,39.667,9.154,5.332999999999999,1.2309999999999999,1.0,1.0,medium-spending
50,5,26,2.322,12.49,5,United Kingdom,1.784,0.46299999999999997,0.7140000000000001,0.185,153,7.143,1.8519999999999999,0.7140000000000001,0.185,0.996,0.996,low-spending
74,7,74,2.807,17.9,7,United Kingdom,1.989,0.49700000000000005,0.778,0.19399999999999998,95,8.222000000000001,2.056,0.778,0.19399999999999998,1.0,1.0,low-spending
8,2,8,1.0,7.9,2,United Kingdom,1.317,0.316,0.33299999999999996,0.08,170,1.3330000000000002,0.32,0.33299999999999996,0.08,1.0,1.0,low-spending
150,13,158,3.6639999999999997,38.23,14,United Kingdom,3.823,0.932,1.4,0.341,58,15.0,3.659,1.4,0.341,0.25,0.25,low-spending
373,39,132,5.285,83.65,39,United Kingdom,10.456,2.698,4.875,1.258,108,46.625,12.032,4.875,1.258,1.6159999999999999,2.3680000000000003,medium-spending
240,41,135,5.345,74.58,42,United Kingdom,10.654000000000002,2.8680000000000003,6.0,1.615,162,34.286,9.231,6.0,1.615,0.99,0.99,medium-spending
282,25,282,4.644,44.48,25,United Kingdom,22.24,5.56,12.5,3.125,288,141.0,35.25,12.5,3.125,1.0,1.0,high-spending
115,13,115,3.7,32.25,13,United Kingdom,16.125,5.375,6.5,2.167,6,57.5,19.167,6.5,2.167,0.32299999999999995,0.32299999999999995,medium-spending
523,114,186,6.742999999999999,300.88,139,United Kingdom,27.353,6.402,12.636,2.957,18,47.545,11.128,12.364,2.8939999999999997,1.945,1.945,high-spending
8,1,8,1.0,0.83,1,United Kingdom,0.075,0.018000000000000002,0.091,0.022000000000000002,30,0.727,0.17800000000000002,0.091,0.022000000000000002,1.0,1.0,low-spending
176,18,132,4.143,43.17,19,United Kingdom,7.195,1.7990000000000002,3.167,0.792,179,29.333000000000002,7.332999999999999,3.167,0.792,0.9520000000000001,0.9520000000000001,medium-spending
212,64,126,5.9239999999999995,134.76,71,United Kingdom,16.845,4.3469999999999995,8.875,2.29,129,26.5,6.8389999999999995,8.375,2.161,0.9540000000000001,0.9540000000000001,medium-spending
67,7,40,2.75,22.43,8,United Kingdom,2.039,0.467,0.727,0.16699999999999998,10,6.091,1.396,0.727,0.16699999999999998,1.296,1.296,low-spending
196,22,196,4.459,47.98,22,United Kingdom,47.98,9.596,22.0,4.4,313,196.0,39.2,22.0,4.4,1.0,1.0,high-spending
105,12,108,3.522,37.73,14,United Kingdom,3.773,0.9670000000000001,1.4,0.359,69,10.5,2.6919999999999997,1.4,0.359,0.7020000000000001,0.7020000000000001,low-spending
28,5,28,2.322,18.4,5,United Kingdom,2.3,0.594,0.625,0.161,130,3.5,0.903,0.625,0.161,1.0,1.0,low-spending
1,2,1,1.0,1.7,2,United Kingdom,0.142,0.033,0.16699999999999998,0.039,355,1.0,1.0,0.16699999999999998,0.039,1.0,1.0,low-spending
11,4,11,2.0,3.68,4,United Kingdom,0.368,0.08800000000000001,0.4,0.095,52,1.1,0.262,0.4,0.095,1.0,1.0,low-spending
142,18,78,4.143,48.29,19,United Kingdom,4.829,1.178,1.9,0.46299999999999997,10,14.2,3.463,1.9,0.46299999999999997,1.3730000000000002,1.3730000000000002,low-spending
737,187,102,7.3260000000000005,637.78,291,United Kingdom,57.98,13.287,26.455,6.062,11,67.0,15.354000000000001,24.273000000000003,5.938,2.7439999999999998,3.3339999999999996,high-spending
1127,108,335,6.597,392.49,147,United Kingdom,35.681,8.92,13.364,3.341,35,102.455,25.614,13.182,3.295,2.283,2.346,high-spending
146,35,146,5.129,79.44,35,United Kingdom,26.48,6.62,11.667,2.917,263,48.667,12.167,11.667,2.917,1.0,1.0,high-spending
522,50,169,5.545,137.85,61,United Kingdom,12.532,2.9330000000000003,5.545,1.298,16,47.455,11.106,5.545,1.298,2.0340000000000003,2.0340000000000003,medium-spending
104,18,95,4.17,60.38,18,United Kingdom,8.626,2.2359999999999998,2.571,0.667,153,14.857000000000001,3.852,2.571,0.667,0.784,0.784,medium-spending
119,11,48,3.4589999999999996,22.67,11,United Kingdom,2.519,0.597,1.222,0.289,81,13.222000000000001,3.1319999999999997,1.222,0.289,2.2969999999999997,2.2969999999999997,low-spending
86,12,45,3.5069999999999997,50.99,15,United Kingdom,4.635,1.085,1.364,0.319,15,7.818,1.83,1.364,0.319,0.966,0.966,low-spending
148,17,148,4.087,28.77,17,Germany,3.596,0.9279999999999999,2.125,0.5479999999999999,125,18.5,4.774,2.125,0.5479999999999999,1.0,1.0,low-spending
2901,135,290,6.773,606.65,296,United Kingdom,50.553999999999995,12.133,24.666999999999998,5.92,11,241.75,58.02,23.166999999999998,5.8,3.1719999999999997,3.79,high-spending
68,9,68,3.17,25.85,9,United Kingdom,2.35,0.539,0.818,0.188,11,6.182,1.4169999999999998,0.818,0.188,0.544,0.544,low-spending
447,54,150,5.745,131.46,55,Portugal,13.145999999999999,3.2060000000000004,5.5,1.341,54,44.7,10.902000000000001,5.5,1.341,1.5230000000000001,1.7369999999999999,medium-spending
24,4,21,2.0,11.75,4,United Kingdom,1.068,0.245,0.364,0.083,11,2.182,0.5,0.364,0.083,0.764,0.764,low-spending
54,6,54,2.585,14.4,6,United Kingdom,3.6,0.96,1.5,0.4,239,13.5,3.6,1.5,0.4,1.0,1.0,low-spending
41,26,41,4.7,44.71,26,United Kingdom,7.452000000000001,1.788,4.333,1.04,172,6.832999999999999,1.64,4.333,1.04,1.0,1.0,medium-spending
271,24,134,4.43,63.46,33,United Kingdom,7.051,1.6269999999999998,3.667,0.846,73,30.111,6.949,3.333,0.846,1.974,2.187,medium-spending
4747,233,399,7.412999999999999,1080.61,516,United Kingdom,135.076,31.783,64.5,15.175999999999998,109,593.375,139.618,54.0,14.175999999999998,2.783,3.8,high-spending
208,56,135,5.721,128.57,69,United Kingdom,11.687999999999999,2.736,6.273,1.4680000000000002,16,18.909000000000002,4.426,5.182,1.213,1.369,1.369,medium-spending
3459,369,469,8.095,1149.21,842,United Kingdom,95.76799999999999,22.984,70.167,16.84,1,288.25,69.18,63.083,16.4,2.888,3.64,high-spending
601,54,201,5.6739999999999995,145.14,69,United Kingdom,12.095,2.903,5.75,1.38,60,50.083,12.02,5.75,1.38,1.6909999999999998,1.6909999999999998,medium-spending
12,1,12,1.0,1.25,1,United Kingdom,0.625,0.20800000000000002,0.5,0.16699999999999998,301,6.0,2.0,0.5,0.16699999999999998,1.0,1.0,low-spending
461,48,120,5.513,125.13,55,United Kingdom,11.375,2.6069999999999998,5.0,1.146,10,41.909,9.604,5.0,1.146,2.3040000000000003,2.6910000000000003,medium-spending
27,6,27,2.585,20.5,6,United Kingdom,5.125,1.464,1.5,0.429,250,6.75,1.929,1.5,0.429,1.0,1.0,low-spending
318,30,170,4.713,55.88,37,United Kingdom,5.08,1.27,3.364,0.841,38,28.909000000000002,7.227,3.091,0.773,1.932,1.932,low-spending
233,30,233,4.907,74.29,30,United Kingdom,10.613,2.653,4.2860000000000005,1.071,152,33.286,8.321,4.2860000000000005,1.071,1.0,1.0,medium-spending
584,54,193,5.622000000000001,147.09,70,United Kingdom,13.372,3.2689999999999997,6.364,1.556,27,53.091,12.978,5.727,1.422,1.347,1.8219999999999998,medium-spending
603,74,323,6.154,167.34,84,United Kingdom,16.734,3.892,8.4,1.953,41,60.3,14.023,8.4,1.953,0.95,0.95,medium-spending
132,26,86,4.7,50.15,26,United Kingdom,4.559,1.045,2.364,0.542,12,12.0,2.75,2.364,0.542,0.602,0.602,low-spending
37,6,40,2.585,18.6,6,United Kingdom,1.55,0.38,0.5,0.122,5,3.083,0.755,0.5,0.122,0.337,0.337,low-spending
144,18,116,4.17,42.85,18,United Kingdom,3.895,0.932,1.636,0.391,24,13.091,3.13,1.636,0.391,0.8690000000000001,0.8690000000000001,low-spending
244,20,128,4.252,45.86,24,United Kingdom,4.169,1.0190000000000001,2.182,0.5329999999999999,27,22.182,5.422000000000001,2.182,0.5329999999999999,1.673,1.673,low-spending
155,60,53,5.89,141.91,62,United Kingdom,15.767999999999999,3.9419999999999997,6.888999999999999,1.722,90,17.222,4.306,6.888999999999999,1.722,1.922,2.274,medium-spending
26,22,26,4.459,47.31,22,United Kingdom,6.7589999999999995,1.69,3.1430000000000002,0.7859999999999999,516,3.714,0.929,3.1430000000000002,0.7859999999999999,1.0,1.0,medium-spending
137,20,113,4.322,37.49,20,United Kingdom,3.7489999999999997,0.937,2.0,0.5,67,13.7,3.425,2.0,0.5,0.667,0.667,low-spending
144,14,144,3.807,22.04,14,United Kingdom,2.004,0.479,1.273,0.304,25,13.091,3.13,1.273,0.304,1.0,1.0,low-spending
302,30,302,4.907,57.93,30,United Kingdom,6.437,1.5659999999999998,3.333,0.8109999999999999,86,33.556,8.162,3.333,0.8109999999999999,1.0,1.0,medium-spending
186,21,101,4.369,50.89,22,United Kingdom,16.963,3.915,7.332999999999999,1.692,256,62.0,14.308,7.332999999999999,1.692,1.157,1.157,medium-spending
3389,166,285,6.95,776.24,367,France,64.687,14.927999999999999,30.583000000000002,7.058,2,282.41700000000003,65.173,27.333000000000002,6.827000000000001,3.373,4.29,high-spending
25,3,28,1.5,10.6,4,United Kingdom,0.9640000000000001,0.226,0.364,0.085,18,2.273,0.532,0.273,0.085,1.0,0.8109999999999999,low-spending
140,13,140,3.7,22.04,13,United Kingdom,2.449,0.58,1.444,0.342,80,15.556,3.6839999999999997,1.444,0.342,1.0,1.0,low-spending
78,9,78,3.17,31.7,9,United Kingdom,2.642,0.634,0.75,0.18,359,6.5,1.56,0.75,0.18,1.0,1.0,low-spending
191,18,79,4.122,37.73,20,United Kingdom,3.773,0.898,2.0,0.47600000000000003,52,19.1,4.548,1.9,0.47600000000000003,1.551,1.896,low-spending
1082,83,262,6.25,232.13,108,Germany,21.103,5.046,9.818,2.3480000000000003,23,98.36399999999999,23.522,9.455,2.326,2.378,2.826,high-spending
633,106,301,6.515,291.63,155,United Kingdom,24.302,5.832999999999999,12.917,3.1,27,52.75,12.66,11.25,2.7,1.635,1.635,high-spending
1737,177,328,7.067,785.68,359,United Kingdom,65.473,15.714,29.916999999999998,7.18,24,144.75,34.74,25.916999999999998,6.7,2.926,3.543,high-spending
1425,270,199,7.822,880.56,420,United Kingdom,80.051,19.143,38.181999999999995,9.13,25,129.545,30.978,36.273,8.87,2.728,3.217,high-spending
149,16,149,4.0,51.76,16,United Kingdom,5.176,1.262,1.6,0.39,55,14.9,3.634,1.6,0.39,1.0,1.0,low-spending
435,28,106,4.537,145.59,57,United Kingdom,13.235,3.165,5.182,1.239,23,39.545,9.457,5.182,1.239,2.528,2.528,medium-spending
1,9,70,3.17,36.96,18,United Kingdom,4.107,0.948,2.0,0.462,71,1.0,1.0,2.0,0.462,1.0,1.0,low-spending
1043,235,742,7.792000000000001,627.03,277,United Kingdom,52.251999999999995,12.797,23.083000000000002,5.653,1,86.917,21.285999999999998,22.083000000000002,5.4079999999999995,1.055,1.055,high-spending
502,44,198,5.382999999999999,88.11,51,United Kingdom,11.014000000000001,2.591,6.375,1.5,110,62.75,14.765,6.375,1.5,1.5830000000000002,1.5830000000000002,medium-spending
448,42,154,5.35,91.72,46,Germany,11.465,2.698,5.75,1.3530000000000002,110,56.0,13.175999999999998,5.75,1.3530000000000002,1.976,2.05,medium-spending
220,21,94,4.253,103.06,41,United Kingdom,10.306,2.397,4.1,0.953,45,22.0,5.1160000000000005,4.1,0.953,1.578,1.578,medium-spending
298,31,188,4.954,64.88,31,United Kingdom,7.209,1.7069999999999999,3.444,0.816,79,33.111,7.8420000000000005,3.444,0.816,0.988,0.988,medium-spending
199,59,94,5.754,158.75,76,United Kingdom,13.229000000000001,3.24,6.332999999999999,1.551,128,16.583,4.061,5.917000000000001,1.449,1.456,1.456,medium-spending
377,84,92,6.2379999999999995,264.73,112,United Kingdom,22.061,5.295,9.333,2.24,69,31.416999999999998,7.54,9.167,2.2,2.477,2.477,high-spending
16,3,16,1.585,13.65,3,United Kingdom,6.825,1.95,1.5,0.429,296,8.0,2.286,1.5,0.429,1.0,1.0,medium-spending
30,3,16,1.5,4.6,4,United Kingdom,0.46,0.107,0.4,0.09300000000000001,43,3.0,0.698,0.4,0.09300000000000001,1.0,1.0,low-spending
132,13,48,3.625,45.44,16,United Kingdom,5.0489999999999995,1.262,1.778,0.444,94,14.667,3.667,1.778,0.444,1.575,1.575,low-spending
465,135,95,6.832000000000001,486.86,207,United Kingdom,48.68600000000001,11.322000000000001,20.7,4.814,41,46.5,10.814,19.3,4.698,2.234,2.5810000000000004,high-spending
171,24,123,4.585,67.35,24,United Kingdom,6.735,1.604,2.4,0.5710000000000001,51,17.1,4.071000000000001,2.4,0.5710000000000001,0.94,0.94,medium-spending
69,11,69,3.4589999999999996,33.75,11,United Kingdom,8.437999999999999,2.411,2.75,0.7859999999999999,189,17.25,4.928999999999999,2.75,0.7859999999999999,0.297,0.297,medium-spending
450,71,145,6.042000000000001,173.45,92,United Kingdom,14.454,3.469,7.667000000000001,1.84,22,37.5,9.0,7.582999999999999,1.82,1.9880000000000002,1.9880000000000002,medium-spending
164,15,70,3.875,30.43,16,United Kingdom,3.804,0.895,2.0,0.47100000000000003,108,20.5,4.824,2.0,0.47100000000000003,2.174,2.571,low-spending
417,24,126,4.481,57.49,42,United Kingdom,4.791,1.15,3.5,0.84,19,34.75,8.34,3.417,0.84,1.942,2.705,low-spending
701,73,242,6.109,181.5,85,United Kingdom,18.15,4.321000000000001,8.5,2.024,54,70.1,16.69,8.5,2.024,1.985,2.22,medium-spending
62,8,62,3.0,21.44,8,United Kingdom,1.949,0.456,0.727,0.17,18,5.636,1.319,0.727,0.17,1.0,1.0,low-spending
105,35,105,5.129,106.19,35,United Kingdom,8.849,2.167,2.917,0.7140000000000001,363,8.75,2.1430000000000002,2.917,0.7140000000000001,1.0,1.0,medium-spending
244,69,244,6.109,120.13,69,United Kingdom,15.015999999999998,3.64,8.625,2.0909999999999997,114,30.5,7.394,8.625,2.0909999999999997,1.0,1.0,medium-spending
763,100,383,6.565,285.04,118,United Kingdom,25.913,6.197,10.727,2.565,25,69.36399999999999,16.587,10.364,2.565,1.646,2.221,high-spending
1,3,1,1.585,5.4,3,Germany,0.6,0.15,0.33299999999999996,0.083,454,1.0,1.0,0.33299999999999996,0.083,1.0,1.0,low-spending
216,19,136,4.176,39.15,23,France,3.5589999999999997,0.87,2.0909999999999997,0.511,29,19.636,4.8,2.0909999999999997,0.511,0.863,0.863,low-spending
10,2,10,1.0,6.7,2,United Kingdom,3.35,1.117,1.0,0.33299999999999996,665,5.0,1.6669999999999998,1.0,0.33299999999999996,1.0,1.0,low-spending
101,13,90,3.6639999999999997,40.75,14,United Kingdom,3.705,0.9059999999999999,1.273,0.311,32,9.182,2.244,1.273,0.311,1.254,1.422,low-spending
68,7,68,2.807,10.86,7,United Kingdom,0.987,0.23600000000000002,0.636,0.152,26,6.182,1.4780000000000002,0.636,0.152,1.0,1.0,low-spending
75,8,75,3.0,14.25,8,France,1.5830000000000002,0.40700000000000003,0.889,0.22899999999999998,100,8.333,2.1430000000000002,0.889,0.22899999999999998,1.0,1.0,low-spending
81,26,81,4.7,50.62,26,United Kingdom,8.437000000000001,2.301,4.333,1.182,191,13.5,3.682,4.333,1.182,1.0,1.0,medium-spending
31,5,31,2.322,11.39,5,United Kingdom,1.266,0.292,0.556,0.128,75,3.444,0.795,0.556,0.128,1.0,1.0,low-spending
233,24,157,4.585,46.18,24,United Kingdom,6.597,1.649,3.429,0.857,151,33.286,8.321,3.429,0.857,0.968,0.968,medium-spending
1630,127,539,6.843999999999999,418.01,180,United Kingdom,41.801,10.195,18.0,4.39,60,163.0,39.756,17.9,4.39,2.374,2.468,high-spending
182,17,182,4.087,30.8,17,United Kingdom,7.7,1.8119999999999998,4.25,1.0,226,45.5,10.706,4.25,1.0,1.0,1.0,medium-spending
148,16,84,3.948,39.3,18,United Kingdom,4.367,1.092,2.0,0.5,258,16.444000000000003,4.111000000000001,2.0,0.5,0.99,0.99,low-spending
1056,217,444,7.646,426.92,275,United Kingdom,38.811,9.487,25.0,6.111000000000001,32,96.0,23.467,24.455,6.044,2.08,2.1959999999999997,high-spending
83,7,83,2.807,13.25,7,United Kingdom,6.625,1.656,3.5,0.875,291,41.5,10.375,3.5,0.875,1.0,0.963,medium-spending
93,10,81,3.322,22.86,10,United Kingdom,2.286,0.52,1.0,0.22699999999999998,40,9.3,2.114,1.0,0.22699999999999998,0.684,0.684,low-spending
416,29,118,4.647,137.57,48,Sweden,12.505999999999998,2.927,4.364,1.021,18,37.818000000000005,8.851,4.273,1.021,2.491,2.9410000000000003,medium-spending
47,7,41,2.807,24.89,7,Unspecified,3.111,0.732,0.875,0.20600000000000002,110,5.875,1.382,0.875,0.20600000000000002,0.9990000000000001,0.9990000000000001,low-spending
28,4,28,2.0,10.4,4,United Kingdom,1.486,0.385,0.5710000000000001,0.14800000000000002,153,4.0,1.037,0.5710000000000001,0.14800000000000002,1.0,1.0,low-spending
260,27,260,4.755,51.91,27,United Kingdom,5.768,1.403,3.0,0.73,86,28.889,7.027,3.0,0.73,1.0,1.0,medium-spending
192,18,156,4.085,57.83,24,United Kingdom,4.819,1.157,2.0,0.48,76,16.0,3.84,2.0,0.48,0.684,0.684,low-spending
92,30,59,4.907,70.65,30,United Kingdom,6.422999999999999,1.472,2.727,0.625,11,8.363999999999999,1.9169999999999998,2.727,0.625,1.0,1.0,medium-spending
220,21,220,4.3919999999999995,32.05,21,United Kingdom,32.05,32.05,21.0,21.0,337,220.0,220.0,21.0,21.0,1.0,1.0,high-spending
88,17,88,4.059,54.54,18,United Kingdom,4.958,1.186,1.636,0.391,24,8.0,1.913,1.545,0.37,1.0,1.0,low-spending
24,3,24,1.585,7.05,3,United Kingdom,1.0070000000000001,0.235,0.429,0.1,134,3.429,0.8,0.429,0.1,0.863,0.863,low-spending
402,109,126,6.649,348.7,135,United Kingdom,49.81399999999999,12.454,19.285999999999998,4.821000000000001,146,57.428999999999995,14.357000000000001,17.570999999999998,4.5,0.996,1.479,high-spending
173,90,173,6.486000000000001,172.77,91,United Kingdom,34.554,9.093,18.2,4.789,577,34.6,9.105,18.0,4.737,1.0,1.0,high-spending
98,10,98,3.322,21.81,10,United Kingdom,2.181,0.519,1.0,0.23800000000000002,54,9.8,2.333,1.0,0.23800000000000002,1.0,1.0,low-spending
301,91,103,6.412000000000001,258.57,112,United Kingdom,25.857,6.013,11.2,2.605,43,30.1,7.0,11.1,2.5810000000000004,2.16,2.16,high-spending
202,20,102,4.322,42.81,20,United Kingdom,3.892,0.951,1.818,0.444,33,18.364,4.489,1.818,0.444,0.971,0.971,low-spending
142,16,84,3.948,42.23,18,United Kingdom,3.5189999999999997,0.845,1.5,0.36,151,11.833,2.84,1.5,0.36,1.838,1.838,low-spending
323,81,91,6.226,259.39,102,United Kingdom,21.616,5.294,8.5,2.082,1,26.916999999999998,6.5920000000000005,8.333,2.061,2.182,2.5,high-spending
101,14,101,3.807,38.64,14,United Kingdom,9.66,2.76,3.5,1.0,244,25.25,7.2139999999999995,3.5,1.0,1.0,1.0,medium-spending
85,9,85,3.17,21.45,9,United Kingdom,7.15,2.145,3.0,0.9,274,28.333000000000002,8.5,3.0,0.9,1.0,1.0,medium-spending
126,14,114,3.807,37.2,14,United Kingdom,9.3,2.48,3.5,0.9329999999999999,240,31.5,8.4,3.5,0.9329999999999999,1.0,1.0,medium-spending
